order_id,product_id,product_name,status,order_date,state
2904,4107,Allegra K Lady Flounced Upper Elastic Waist Dots Self Tie Shoulder String Romper Mustard S,Shipped,2022-12-07 10:27:00.000000 UTC,Indiana
7066,10166,Karen Nueburger Women's Plus-Size Charmed Long Sleeve Henley Nightshirt,Cancelled,2024-03-18 18:15:00.000000 UTC,Fujian
7066,10166,Karen Nueburger Women's Plus-Size Charmed Long Sleeve Henley Nightshirt,Cancelled,2022-09-12 18:15:00.000000 UTC,Fujian
7066,10166,Karen Nueburger Women's Plus-Size Charmed Long Sleeve Henley Nightshirt,Cancelled,2022-06-27 18:15:00.000000 UTC,Fujian
7066,10166,Karen Nueburger Women's Plus-Size Charmed Long Sleeve Henley Nightshirt,Shipped,2024-01-09 18:15:00.000000 UTC,Fujian
8077,11593,Commando Mini Half Slip True Nude,Shipped,2024-04-07 16:02:00.000000 UTC,Arkansas
8416,12089,Bslingerie Womens England Flag Print Fashion Boned Bustier Corset,Shipped,2023-04-04 03:27:00.000000 UTC,Saitama
8651,12434,Black Panty,Processing,2023-09-09 16:20:00.000000 UTC,Bayern
8651,12434,Black Panty,Processing,2023-08-29 16:20:00.000000 UTC,Bayern
8651,12434,Black Panty,Processing,2023-10-23 16:20:00.000000 UTC,Bayern
8651,12434,Black Panty,Shipped,2024-01-01 16:20:00.000000 UTC,Bayern
9088,13055,Eco Swim Eco Covers Tank Dress,Complete,2024-04-10 10:34:00.000000 UTC,Anhui
9088,13055,Eco Swim Eco Covers Tank Dress,Processing,2024-03-29 10:34:00.000000 UTC,Anhui
9088,13055,Eco Swim Eco Covers Tank Dress,Shipped,2024-03-24 10:34:00.000000 UTC,Anhui
9088,13055,Eco Swim Eco Covers Tank Dress,Shipped,2024-03-21 10:34:00.000000 UTC,Anhui
11618,16715,SONS OF ANARCHY -- SAMCRO BANNER -- MENS TEE,Returned,2023-07-29 15:02:00.000000 UTC,Louisiana
11618,16715,SONS OF ANARCHY -- SAMCRO BANNER -- MENS TEE,Shipped,2023-05-06 15:02:00.000000 UTC,Louisiana
11618,16715,SONS OF ANARCHY -- SAMCRO BANNER -- MENS TEE,Shipped,2024-02-27 15:02:00.000000 UTC,Louisiana
11759,16912,Sgt. Frog Group Lineup Black T-shirt,Shipped,2024-02-14 16:26:00.000000 UTC,Cataluña
11958,17182,American Apparel Salt and Pepper Zip Hoodie,Shipped,2023-12-31 09:50:00.000000 UTC,Zhejiang
12683,18228,Hanes Classics Men's 4-Pack Comfort Cool Crew Socks,Complete,2022-09-13 08:46:00.000000 UTC,England
12683,18228,Hanes Classics Men's 4-Pack Comfort Cool Crew Socks,Processing,2023-03-24 08:46:00.000000 UTC,England
12683,18228,Hanes Classics Men's 4-Pack Comfort Cool Crew Socks,Shipped,2019-07-02 08:46:00.000000 UTC,England
13183,18965,Calvin Klein Sportswear Men's Shawl Collar Alpaca Wool Blend Sweater,Cancelled,2022-08-23 06:52:00.000000 UTC,Castilla-La Mancha
13183,18965,Calvin Klein Sportswear Men's Shawl Collar Alpaca Wool Blend Sweater,Shipped,2022-12-23 06:52:00.000000 UTC,Castilla-La Mancha
13183,18965,Calvin Klein Sportswear Men's Shawl Collar Alpaca Wool Blend Sweater,Shipped,2020-06-22 06:52:00.000000 UTC,Castilla-La Mancha
13183,18965,Calvin Klein Sportswear Men's Shawl Collar Alpaca Wool Blend Sweater,Shipped,2020-09-03 06:52:00.000000 UTC,Castilla-La Mancha
13516,19443,Mens Crew Neck Diamond Front Sweater,Shipped,2024-01-17 04:13:00.000000 UTC,Bahia
15408,22226,Christian Audigier Men's Commander Skinny Chinos Pants,Shipped,2020-08-10 05:52:00.000000 UTC,Guangdong
16771,24171,Tommy Hilfiger Men's Melton Walking Coat,Shipped,2020-12-18 15:16:00.000000 UTC,Chiba
16810,24222,Sierra Designs Men's Hurricane HP Accelerator Jacket,Complete,2020-10-30 07:42:00.000000 UTC,England
16810,24222,Sierra Designs Men's Hurricane HP Accelerator Jacket,Processing,2023-11-24 07:42:00.000000 UTC,England
16810,24222,Sierra Designs Men's Hurricane HP Accelerator Jacket,Shipped,2023-06-26 07:42:00.000000 UTC,England
16810,24222,Sierra Designs Men's Hurricane HP Accelerator Jacket,Shipped,2020-12-08 07:42:00.000000 UTC,England
18171,26157,Cover Male Cheeky Bikini CM122,Shipped,2023-08-30 13:45:00.000000 UTC,Pennsylvania
18332,26392,C-in2 Men's Core Lo No Show Army Trunk,Shipped,2024-01-05 00:34:00.000000 UTC,Bourgogne-Franche-Comté
18332,26392,C-in2 Men's Core Lo No Show Army Trunk,Shipped,2023-12-11 00:34:00.000000 UTC,Bourgogne-Franche-Comté
18332,26392,C-in2 Men's Core Lo No Show Army Trunk,Shipped,2022-11-01 00:34:00.000000 UTC,Bourgogne-Franche-Comté
18346,26414,Fruit of the Loom Men's 4 Pack Tartan Woven Boxer,Shipped,2019-12-30 08:41:00.000000 UTC,Bourgogne-Franche-Comté
19307,27812,TYR Sport Men's Solid Durafast Racer Swim Suit,Shipped,2021-03-09 15:38:00.000000 UTC,California
19320,27834,Hurley Blue Orange and Gray Stagger Board Shorts,Shipped,2023-08-28 00:05:00.000000 UTC,California
103,139,allen allen Women's Rugby Stripe Long Sleeve Thumbhole Tee,Cancelled,2021-10-12 03:35:00.000000 UTC,Amazonas
400,576,Allegra K Ladies Pullover Doll Collar 3/4 Sleeves Chiffon Blouse Blue M,Cancelled,2024-04-23 05:56:47.126575 UTC,Brandenburg
400,576,Allegra K Ladies Pullover Doll Collar 3/4 Sleeves Chiffon Blouse Blue M,Cancelled,2024-04-23 05:56:47.126575 UTC,Brandenburg
400,576,Allegra K Ladies Pullover Doll Collar 3/4 Sleeves Chiffon Blouse Blue M,Shipped,2024-04-22 05:56:47.126575 UTC,Brandenburg
400,576,Allegra K Ladies Pullover Doll Collar 3/4 Sleeves Chiffon Blouse Blue M,Shipped,2024-04-22 05:56:47.126575 UTC,Brandenburg
12896,18555,Adidas Mens Sueded Hooded Fleece Pullover Hoodie Gray,Cancelled,2022-12-28 04:21:00.000000 UTC,Michigan
15084,21741,Vintage 1946 Men's Military Twill,Cancelled,2024-03-08 13:36:00.000000 UTC,California
15084,21741,Vintage 1946 Men's Military Twill,Complete,2024-01-27 13:36:00.000000 UTC,California
695,995,Tommy Hilfiger Women Striped V-Neck Cardigan Sweater Pullover,Complete,2024-04-04 04:47:00.000000 UTC,Pennsylvania
1544,2187,Allegra K Ladies Drawstring Waist Short Sleeve Hooded Thin Jacket White S,Cancelled,2022-02-17 14:41:00.000000 UTC,Nordrhein-Westfalen
1544,2187,Allegra K Ladies Drawstring Waist Short Sleeve Hooded Thin Jacket White S,Complete,2023-02-03 14:41:00.000000 UTC,Nordrhein-Westfalen
3002,4247,Joe's Jeans Women's Marty Flare,Complete,2021-08-23 00:35:00.000000 UTC,Kansas
3002,4247,Joe's Jeans Women's Marty Flare,Complete,2020-12-19 00:35:00.000000 UTC,Kansas
3002,4247,Joe's Jeans Women's Marty Flare,Returned,2022-07-16 00:35:00.000000 UTC,Kansas
3023,4284,Lucky Brand Women's Leslie Sweet N Low Jean,Complete,2022-03-31 01:28:00.000000 UTC,São Paulo
4600,6557,KUT from the Kloth Women's Catherine Boyfriend Short,Complete,2024-03-14 08:14:00.000000 UTC,Zhejiang
4600,6557,KUT from the Kloth Women's Catherine Boyfriend Short,Complete,2024-03-13 08:14:00.000000 UTC,Zhejiang
8871,12745,Speedo Women's Solid Reversible Extreme Back Endurance Swimsuit,Complete,2023-09-08 17:42:00.000000 UTC,Bahia
8871,12745,Speedo Women's Solid Reversible Extreme Back Endurance Swimsuit,Shipped,2024-01-29 17:42:00.000000 UTC,Bahia
10878,15642,Barely There Women's Barely There Microfiber Hi Cut Pant (Style Being Replaced By Bali 303J),Complete,2024-04-24 14:21:57.134489 UTC,Tennessee
12976,18669,Basketball Socks Half Cushioned Crew Socks - Royal Blue/White (One Size Fits All),Complete,2024-01-17 00:51:00.000000 UTC,Tokyo
13597,19570,NEW ARRIVAL PERUVIAN ALPACA WOOL MENS SWEATER TURTLENECK IVORY WARM & SOFT,Complete,2023-02-07 05:05:00.000000 UTC,Maranhão
13597,19570,NEW ARRIVAL PERUVIAN ALPACA WOOL MENS SWEATER TURTLENECK IVORY WARM & SOFT,Complete,2022-07-19 05:05:00.000000 UTC,Maranhão
13597,19570,NEW ARRIVAL PERUVIAN ALPACA WOOL MENS SWEATER TURTLENECK IVORY WARM & SOFT,Returned,2022-04-08 05:05:00.000000 UTC,Maranhão
13597,19570,NEW ARRIVAL PERUVIAN ALPACA WOOL MENS SWEATER TURTLENECK IVORY WARM & SOFT,Returned,2022-01-08 05:05:00.000000 UTC,Maranhão
15014,21635,Diesel - Mens Viker 0880F Denim Jeans,Complete,2021-07-08 18:32:00.000000 UTC,Jiangsu
15014,21635,Diesel - Mens Viker 0880F Denim Jeans,Shipped,2023-05-04 18:32:00.000000 UTC,Jiangsu
16841,24262,Port Authority J780 Leather Bomber Jacket,Complete,2022-08-24 11:07:00.000000 UTC,Texas
16841,24262,Port Authority J780 Leather Bomber Jacket,Complete,2022-05-16 11:07:00.000000 UTC,Texas
16841,24262,Port Authority J780 Leather Bomber Jacket,Returned,2023-01-07 11:07:00.000000 UTC,Texas
18111,26064,Tommy Bahama Men's Gingham Stripe Boxer Brief,Complete,2023-05-08 10:54:00.000000 UTC,Heilongjiang
18111,26064,Tommy Bahama Men's Gingham Stripe Boxer Brief,Complete,2024-03-19 10:54:00.000000 UTC,Heilongjiang
18111,26064,Tommy Bahama Men's Gingham Stripe Boxer Brief,Returned,2023-08-22 10:54:00.000000 UTC,Heilongjiang
18111,26064,Tommy Bahama Men's Gingham Stripe Boxer Brief,Shipped,2023-08-29 10:54:00.000000 UTC,Heilongjiang
18553,26710,North River Men's Flannel Deer Lounge Pants,Complete,2024-03-01 08:05:00.000000 UTC,Wales
19001,27384,2 - Pk. of Guide Gear Soft Fit Lounge Pants 1 Red / 1 Green,Complete,2024-02-08 18:39:00.000000 UTC,Castilla-La Mancha
19657,28341,Isotoner Men's Smartouch Fleece Lined Glove,Complete,2022-10-28 16:32:00.000000 UTC,Incheon Metropolitan City
19657,28341,Isotoner Men's Smartouch Fleece Lined Glove,Complete,2023-04-09 16:32:00.000000 UTC,Incheon Metropolitan City
19657,28341,Isotoner Men's Smartouch Fleece Lined Glove,Processing,2023-10-02 16:32:00.000000 UTC,Incheon Metropolitan City
5315,7609,Georgie Women's Redford Blazer,Cancelled,2023-06-27 01:23:00.000000 UTC,Australian Capital Territory
5315,7609,Georgie Women's Redford Blazer,Processing,2023-05-24 01:23:00.000000 UTC,Australian Capital Territory
5315,7609,Georgie Women's Redford Blazer,Shipped,2024-03-10 01:23:00.000000 UTC,Australian Capital Territory
5908,8480,Columbia Womens Ice Vista Parka,Processing,2023-05-18 08:47:00.000000 UTC,Santa Catarina
11533,16600,Creeper Anatomy - Minecraft T-shirt,Processing,2021-04-16 00:49:00.000000 UTC,New York
12079,17340,Ben Sherman Men's Zip Through Funnel Neck Sweatshirt,Processing,2023-05-02 06:46:00.000000 UTC,Guangdong
12079,17340,Ben Sherman Men's Zip Through Funnel Neck Sweatshirt,Shipped,2021-10-26 06:46:00.000000 UTC,Guangdong
14051,20256,Allegra K Mens 2012 Trendy Padded Shoulder Single Button Closure Patch Pockets Blazer Gray XS,Cancelled,2023-01-29 18:51:00.000000 UTC,New York
14051,20256,Allegra K Mens 2012 Trendy Padded Shoulder Single Button Closure Patch Pockets Blazer Gray XS,Complete,2023-08-25 18:51:00.000000 UTC,New York
14051,20256,Allegra K Mens 2012 Trendy Padded Shoulder Single Button Closure Patch Pockets Blazer Gray XS,Processing,2023-03-24 18:51:00.000000 UTC,New York
14051,20256,Allegra K Mens 2012 Trendy Padded Shoulder Single Button Closure Patch Pockets Blazer Gray XS,Shipped,2023-08-07 18:51:00.000000 UTC,New York
14165,20409,Brand New Landisun Wedding Tuxedo Vest / waistcoat Silk Set: (Silk Vest + tie + hanky + cufflinks) Red Paisley 104VS,Processing,2024-03-13 13:48:00.000000 UTC,Schleswig-Holstein
14165,20409,Brand New Landisun Wedding Tuxedo Vest / waistcoat Silk Set: (Silk Vest + tie + hanky + cufflinks) Red Paisley 104VS,Shipped,2024-02-15 13:48:00.000000 UTC,Schleswig-Holstein
19102,27536,Quiksilver Men's Third Time Boardshort,Cancelled,2023-09-19 17:21:00.000000 UTC,Gyeonggi-do
19102,27536,Quiksilver Men's Third Time Boardshort,Cancelled,2023-12-25 17:21:00.000000 UTC,Gyeonggi-do
19102,27536,Quiksilver Men's Third Time Boardshort,Processing,2023-09-22 17:21:00.000000 UTC,Gyeonggi-do
19102,27536,Quiksilver Men's Third Time Boardshort,Processing,2023-12-06 17:21:00.000000 UTC,Gyeonggi-do
1114,1583,Unisex Jerga/Baja (view other colors & sizes),Returned,2023-02-14 10:22:00.000000 UTC,South Australia
1114,1583,Unisex Jerga/Baja (view other colors & sizes),Shipped,2023-09-10 10:22:00.000000 UTC,South Australia
1359,1923,Claeson Women's Color Splash Shorts,Complete,2023-11-27 02:41:00.000000 UTC,Xinjiang Uygur Autonomous Region
1359,1923,Claeson Women's Color Splash Shorts,Returned,2022-08-20 02:41:00.000000 UTC,Xinjiang Uygur Autonomous Region
5164,7382,Planet Earth Jean Mini Skirt Indigo Wash Womens Sz M,Returned,2023-07-10 15:37:00.000000 UTC,São Paulo
5164,7382,Planet Earth Jean Mini Skirt Indigo Wash Womens Sz M,Shipped,2023-02-24 15:37:00.000000 UTC,São Paulo
10288,14811,Cotton Maternity Nursing Undershirts for Breastfeeding Moms - Black,Cancelled,2023-11-21 13:25:00.000000 UTC,California
10288,14811,Cotton Maternity Nursing Undershirts for Breastfeeding Moms - Black,Returned,2023-03-31 13:25:00.000000 UTC,California
15043,21674,Haggar Men's Mynx Gabardine Hidden Expandable Waist Pleated Dress Pant,Returned,2022-12-05 12:22:00.000000 UTC,Kentucky
15043,21674,Haggar Men's Mynx Gabardine Hidden Expandable Waist Pleated Dress Pant,Shipped,2022-12-10 12:22:00.000000 UTC,Kentucky
17294,24905,Nice Shades Plain Crew Cotton Blend Mens Socks 1 Dozen Pairs. Size 9-11. Many Colors,Returned,2022-09-26 05:46:00.000000 UTC,Texas
772,1106,Sutton Studio Cashmere Double Zipper Jacket Cardigan Plus,Complete,2022-01-07 13:54:00.000000 UTC,England
772,1106,Sutton Studio Cashmere Double Zipper Jacket Cardigan Plus,Shipped,2021-06-23 13:54:00.000000 UTC,England
1847,2602,Spalding Women's Ankle Legging,Cancelled,2023-04-12 01:20:00.000000 UTC,Bayern
1847,2602,Spalding Women's Ankle Legging,Processing,2023-09-15 01:20:00.000000 UTC,Bayern
1847,2602,Spalding Women's Ankle Legging,Shipped,2024-01-14 01:20:00.000000 UTC,Bayern
3588,5099,Raven Womens Mackenzie,Shipped,2022-10-04 09:53:00.000000 UTC,Virginia
7320,10523,Wacoal Women's Elegance Hidden Wire Minimizer Bra with Embroidery #85122,Cancelled,2021-10-23 14:04:00.000000 UTC,Rio de Janeiro
7320,10523,Wacoal Women's Elegance Hidden Wire Minimizer Bra with Embroidery #85122,Shipped,2024-02-01 14:04:00.000000 UTC,Rio de Janeiro
8149,11698,Fleur't Women's Amelie Long Lace Hem Cami,Processing,2023-09-12 07:48:00.000000 UTC,North Carolina
8149,11698,Fleur't Women's Amelie Long Lace Hem Cami,Shipped,2023-02-23 07:48:00.000000 UTC,North Carolina
8801,12647,Nubra Seamless Super Light Adhesive Bra D Cup Mocha,Shipped,2022-11-18 02:54:00.000000 UTC,Shanxi
9151,13139,Tankini Multi Colored Top & Black Shorts Bottom,Cancelled,2024-01-05 02:43:00.000000 UTC,England
9151,13139,Tankini Multi Colored Top & Black Shorts Bottom,Cancelled,2023-12-20 02:43:00.000000 UTC,England
9151,13139,Tankini Multi Colored Top & Black Shorts Bottom,Complete,2023-11-28 02:43:00.000000 UTC,England
9151,13139,Tankini Multi Colored Top & Black Shorts Bottom,Shipped,2024-02-27 02:43:00.000000 UTC,England
10315,14850,Motherhood Maternity: Jessica Simpson Secret Fit Belly(r) 5 Pocket Boot Cut Maternity Jeans,Shipped,2022-10-17 00:34:00.000000 UTC,California
12463,17896,neff Men's Cookie Fashion Hoodie,Complete,2021-02-16 16:12:00.000000 UTC,Georgia
12463,17896,neff Men's Cookie Fashion Hoodie,Shipped,2021-11-20 16:12:00.000000 UTC,Georgia
12463,17896,neff Men's Cookie Fashion Hoodie,Shipped,2020-07-02 16:12:00.000000 UTC,Georgia
12463,17896,neff Men's Cookie Fashion Hoodie,Shipped,2021-10-26 16:12:00.000000 UTC,Georgia
12850,18479,Columbia Sportswear Blood and Guts Long Sleeve Tee,Shipped,2021-12-23 01:23:00.000000 UTC,Scotland
15712,22643,Lauren By Ralph Lauren Mens Navy Blue Dress Double Pleated Pants Trousers,Shipped,2023-05-22 06:00:00.000000 UTC,Chongqing
18920,27257,GPUFashion 100% Silk Robe Mens,Shipped,2020-12-19 13:23:00.000000 UTC,Santa Catarina
20168,29085,Ray-Ban New Wayfarer Sunglasses,Shipped,2023-10-06 05:02:00.000000 UTC,Xinjiang Uygur Autonomous Region
20168,29085,Ray-Ban New Wayfarer Sunglasses,Shipped,2024-03-29 05:02:00.000000 UTC,Xinjiang Uygur Autonomous Region
14293,20602,Haggar Men's Work To Weekend Flat Front Expandable Waist Trouser Denim,Cancelled,2022-03-03 17:26:00.000000 UTC,Florida
14293,20602,Haggar Men's Work To Weekend Flat Front Expandable Waist Trouser Denim,Complete,2022-03-12 17:26:00.000000 UTC,Florida
14293,20602,Haggar Men's Work To Weekend Flat Front Expandable Waist Trouser Denim,Shipped,2021-11-08 17:26:00.000000 UTC,Florida
14293,20602,Haggar Men's Work To Weekend Flat Front Expandable Waist Trouser Denim,Shipped,2023-01-19 17:26:00.000000 UTC,Florida
7642,10984,Bali Women's Lacy Skamp Hikini #2433,Processing,2021-12-03 08:12:00.000000 UTC,England
9188,13192,Sexy Rhinestone Skull Low Cut Two Piece Halter Bikini Swimsuit,Processing,2023-10-26 17:14:00.000000 UTC,Texas
918,1310,Parkhurst Women's Eiffel Tower A-Line,Processing,2023-08-28 12:03:00.000000 UTC,Shanghai
918,1310,Parkhurst Women's Eiffel Tower A-Line,Shipped,2022-06-18 12:03:00.000000 UTC,Shanghai
5389,7712,Allegra K Ladies Front Opening Long Sleeve Elegant Spring Blazer Coat Yellow XS,Shipped,2024-03-30 02:56:00.000000 UTC,Castilla y León
19280,27773,Body Glove Men's Voodoo Windward Boardshort,Cancelled,2022-10-13 02:37:00.000000 UTC,Delaware
19280,27773,Body Glove Men's Voodoo Windward Boardshort,Complete,2024-02-29 02:37:00.000000 UTC,Delaware
19280,27773,Body Glove Men's Voodoo Windward Boardshort,Processing,2022-06-13 02:37:00.000000 UTC,Delaware
19280,27773,Body Glove Men's Voodoo Windward Boardshort,Processing,2023-02-08 02:37:00.000000 UTC,Delaware
7458,10723,Wacoal Women's Seduction Boy Leg Panty,Shipped,2024-02-27 07:59:00.000000 UTC,California
7458,10723,Wacoal Women's Seduction Boy Leg Panty,Shipped,2024-02-21 07:59:00.000000 UTC,California
7458,10723,Wacoal Women's Seduction Boy Leg Panty,Shipped,2023-11-02 07:59:00.000000 UTC,California
7458,10723,Wacoal Women's Seduction Boy Leg Panty,Shipped,2024-04-16 07:59:00.000000 UTC,California
18515,26658,Pendleton Men's Flannel Jam Pajama Bottom,Cancelled,2021-08-23 02:54:00.000000 UTC,Berlin
18515,26658,Pendleton Men's Flannel Jam Pajama Bottom,Shipped,2021-01-28 02:54:00.000000 UTC,Berlin
13225,19028,Quiksilver Men's Snit Stripe Sweater,Complete,2021-01-17 08:32:00.000000 UTC,Mississippi
16874,24313,Calvin Klein Men's Calvin Coat,Cancelled,2023-06-23 00:25:00.000000 UTC,Seoul
16874,24313,Calvin Klein Men's Calvin Coat,Complete,2024-03-16 00:25:00.000000 UTC,Seoul
16874,24313,Calvin Klein Men's Calvin Coat,Processing,2023-04-20 00:25:00.000000 UTC,Seoul
16874,24313,Calvin Klein Men's Calvin Coat,Processing,2023-07-03 00:25:00.000000 UTC,Seoul
19575,28216,Body Glove Men's Vaporskin Splaid Boardshort,Processing,2019-07-07 06:45:00.000000 UTC,Pará
19575,28216,Body Glove Men's Vaporskin Splaid Boardshort,Shipped,2020-06-16 06:45:00.000000 UTC,Pará
14389,20742,Lucky Brand Men's 181 Relaxed Straight Leg Jean in Ol Downtown Hipster,Cancelled,2024-04-02 14:45:00.000000 UTC,Hebei
14389,20742,Lucky Brand Men's 181 Relaxed Straight Leg Jean in Ol Downtown Hipster,Complete,2023-12-18 14:45:00.000000 UTC,Hebei
17479,25171,Men's Argyle Dress Socks Cotton Blend 12 Pair Size 10-13 Multi Argyle designs,Complete,2023-12-25 03:18:00.000000 UTC,Missouri
17479,25171,Men's Argyle Dress Socks Cotton Blend 12 Pair Size 10-13 Multi Argyle designs,Processing,2022-08-05 03:18:00.000000 UTC,Missouri
10928,15714,Devon & Jones - Ladies' Pima Pique Long-Sleeve Polo,Processing,2024-01-25 03:28:00.000000 UTC,Zhejiang
10928,15714,Devon & Jones - Ladies' Pima Pique Long-Sleeve Polo,Processing,2023-09-23 03:28:00.000000 UTC,Zhejiang
15223,21951,Icebreaker Men's BF 200 Legless,Processing,2023-01-16 05:30:00.000000 UTC,England
18275,26301,C-in2 Men's Core No Show Army Trunk with Sling,Processing,2024-03-16 14:34:00.000000 UTC,Île-de-France
18275,26301,C-in2 Men's Core No Show Army Trunk with Sling,Processing,2024-02-18 14:34:00.000000 UTC,Île-de-France
5453,7802,G-Star Women's Re Tailored Blazer,Cancelled,2023-01-15 07:56:00.000000 UTC,Cataluña
5453,7802,G-Star Women's Re Tailored Blazer,Complete,2022-11-20 07:56:00.000000 UTC,Cataluña
10064,14486,Motherhood Maternity: Wrap Nursing Sleep Bra,Complete,2024-02-06 12:46:00.000000 UTC,California
13376,19243,Allegra K Mens Deep V Neck Button Closure Casual Cardigan Dark Blue S,Cancelled,2024-03-31 11:59:00.000000 UTC,São Paulo
13376,19243,Allegra K Mens Deep V Neck Button Closure Casual Cardigan Dark Blue S,Complete,2023-09-22 11:59:00.000000 UTC,São Paulo
13376,19243,Allegra K Mens Deep V Neck Button Closure Casual Cardigan Dark Blue S,Complete,2022-11-19 11:59:00.000000 UTC,São Paulo
14867,21425,Mavi Men's Zach Lowrise Jean,Complete,2023-10-20 06:16:00.000000 UTC,California
14867,21425,Mavi Men's Zach Lowrise Jean,Complete,2024-02-09 06:16:00.000000 UTC,California
14867,21425,Mavi Men's Zach Lowrise Jean,Processing,2023-10-27 06:16:00.000000 UTC,California
14867,21425,Mavi Men's Zach Lowrise Jean,Shipped,2024-04-19 06:16:00.000000 UTC,California
865,1229,Southpole Juniors Coloful Lightweight Knit Pullover Cropped Sweater,Complete,2023-10-20 09:31:00.000000 UTC,Texas
865,1229,Southpole Juniors Coloful Lightweight Knit Pullover Cropped Sweater,Processing,2022-12-11 09:31:00.000000 UTC,Texas
865,1229,Southpole Juniors Coloful Lightweight Knit Pullover Cropped Sweater,Shipped,2022-06-03 09:31:00.000000 UTC,Texas
16139,23253,Oneill Men's Garmen Short,Processing,2024-02-09 06:24:00.000000 UTC,Ceará
16139,23253,Oneill Men's Garmen Short,Returned,2023-04-20 06:24:00.000000 UTC,Ceará
16139,23253,Oneill Men's Garmen Short,Shipped,2022-05-25 06:24:00.000000 UTC,Ceará
16139,23253,Oneill Men's Garmen Short,Shipped,2022-12-30 06:24:00.000000 UTC,Ceará
16039,23114,Burnside Men's Flap Burnside Solid Chino Short,Processing,2023-05-30 07:54:00.000000 UTC,Chongqing
2727,3837,Womens Sexy 3/4 Sleeve Purple V-Neck Mini Dress,Cancelled,2024-03-15 17:46:00.000000 UTC,Hunan
18255,26274,Papi Men's Cotton Stretch 2-Pack Hipster,Cancelled,2023-11-12 04:33:00.000000 UTC,Île-de-France
18255,26274,Papi Men's Cotton Stretch 2-Pack Hipster,Complete,2020-09-02 04:33:00.000000 UTC,Île-de-France
3538,5036,James Jeans Women's Twiggy Crop Jeans,Complete,2023-06-14 16:30:00.000000 UTC,Fujian
3538,5036,James Jeans Women's Twiggy Crop Jeans,Shipped,2022-12-15 16:30:00.000000 UTC,Fujian
16032,23100,Rip Curl Men's Saber Boardwalk Short,Processing,2020-08-05 01:32:00.000000 UTC,Chongqing
14993,21602,Diesel - Mens Viker 0888E Denim Jeans,Complete,2023-03-15 14:55:00.000000 UTC,Jiangsu
14993,21602,Diesel - Mens Viker 0888E Denim Jeans,Processing,2022-06-16 14:55:00.000000 UTC,Jiangsu
19647,28330,180s Men's Tec Fleece Ear Warmer,Processing,2024-04-25 02:35:12.333885 UTC,Washington
19647,28330,180s Men's Tec Fleece Ear Warmer,Shipped,2024-04-25 02:35:12.333885 UTC,Washington
9947,14308,Ladies Knit Texting Snowflake Mittens Convertible Fingerless Gloves,Shipped,2021-07-08 06:47:00.000000 UTC,Hubei
9947,14308,Ladies Knit Texting Snowflake Mittens Convertible Fingerless Gloves,Shipped,2021-08-20 06:47:00.000000 UTC,Hubei
6797,9784,Hello Kitty Juniors Dot Print Short Set,Complete,2021-12-30 10:41:00.000000 UTC,Mato Grosso
6797,9784,Hello Kitty Juniors Dot Print Short Set,Processing,2023-03-17 10:41:00.000000 UTC,Mato Grosso
6797,9784,Hello Kitty Juniors Dot Print Short Set,Shipped,2024-02-23 10:41:00.000000 UTC,Mato Grosso
6797,9784,Hello Kitty Juniors Dot Print Short Set,Shipped,2021-12-20 10:41:00.000000 UTC,Mato Grosso
12812,18420,Nike Classic Fleece Hooded Top,Complete,2023-02-13 16:48:00.000000 UTC,Jilin
12812,18420,Nike Classic Fleece Hooded Top,Processing,2024-01-26 16:48:00.000000 UTC,Jilin
1751,2468,Alki'i Junior Womens lounge/workout/gym/yoga pants,Processing,2022-11-26 05:16:00.000000 UTC,Illinois
17696,25488,Men's Classic Satin Boxer Shorts Pack of 5 Printed Boxers,Processing,2023-11-08 10:25:00.000000 UTC,Auvergne-Rhône-Alpes
989,1409,Jolt Juniors Crochet Fashion Sweater,Shipped,2022-06-28 07:12:00.000000 UTC,England
7186,10338,Playtex Women's 18 Hour Original Comfort Strap Bra #4693,Shipped,2023-12-25 07:05:00.000000 UTC,Pará
1010,1444,Alfred Dunner Women's Sequin Front Cardigan,Complete,2021-02-01 03:46:00.000000 UTC,England
1010,1444,Alfred Dunner Women's Sequin Front Cardigan,Complete,2020-04-09 03:46:00.000000 UTC,England
1010,1444,Alfred Dunner Women's Sequin Front Cardigan,Shipped,2021-06-26 03:46:00.000000 UTC,England
1010,1444,Alfred Dunner Women's Sequin Front Cardigan,Shipped,2023-09-23 03:46:00.000000 UTC,England
10533,15163,Belly Bandit tummy wrap post pregnancy belly wrap maternity belt kourtney Brown,Processing,2021-05-23 17:28:00.000000 UTC,Gansu province
10533,15163,Belly Bandit tummy wrap post pregnancy belly wrap maternity belt kourtney Brown,Shipped,2022-07-22 17:28:00.000000 UTC,Gansu province
19078,27503,Burnside Young Men's Tie Board Short,Complete,2024-04-14 14:43:00.000000 UTC,Tokyo
19078,27503,Burnside Young Men's Tie Board Short,Shipped,2024-04-23 14:43:00.000000 UTC,Tokyo
2734,3844,French Connection Women's Stretch Stripe Dress,Shipped,2022-10-13 14:06:00.000000 UTC,Guangdong
2526,3554,Calvin Klein Women's Printed Dress,Cancelled,2022-11-01 01:35:00.000000 UTC,Shandong
2526,3554,Calvin Klein Women's Printed Dress,Processing,2022-09-12 01:35:00.000000 UTC,Shandong
327,468,Karen Kane Women's Keyhole Lace Top,Complete,2021-04-17 02:09:00.000000 UTC,Guangdong
